# OpenNGC (https://github.com/mattiaverga/OpenNGC), CC-BY-SA-4.0
# id	common	type	ra_hours	dec_deg	mag	size_arcmin	alias
NGC 4912		GX	13.026	29.130611	13.84	1.06	
NGC 4913		GX	13.028714	29.044667	13.84	1.45	
NGC 4914		GX	13.011931	37.315278	11.6	2.69	
NGC 4915		GX	13.024506	-4.546528	12.0	1.64	
NGC 4916		GX	13.0345	29.253444	13.95	0.98	
NGC 4917		GX	13.015436	47.222111	14.87	1.33	
NGC 4918		GX	13.030728	-4.500556	15.07	0.89	
NGC 4919		GX	13.021553	27.809083	14.04	1.11	
NGC 491A		GX	1.334631	-33.8995	13.8	1.88	
NGC 492		GX	1.370433	5.417056	15.46	0.67	
NGC 4920		GX	13.034486	-11.378417	14.15	1.08	
NGC 4921		GX	13.023931	27.885944	12.62	1.96	
NGC 4922		GX	13.023583	29.311111	99.0	1.1	
NGC 4922 NED01		GX	13.023478	29.308361	14.0	1.23	
NGC 4922 NED02		GX	13.023683	29.313778	14.02	0.58	
NGC 4923		GX	13.0255	27.847528	13.74	0.72	
NGC 4924		GX	13.036903	-14.969833	13.87	1.77	
NGC 4925		GX	13.035386	-7.710778	14.34	1.18	
NGC 4926		GX	13.031592	27.624444	12.99	1.23	
NGC 4926A		GX	13.035522	27.648306	15.39	0.63	
NGC 4927		GX	13.032667	28.005889	14.75	1.01	
NGC 4928		GX	13.050158	-8.084972	12.92	1.05	
NGC 4929		GX	13.045667	28.045361	14.88	0.82	
NGC 493		GX	1.369164	0.945361	12.48	3.01	
NGC 4930		GX	13.068131	-41.411583	11.43	3.54	
NGC 4931		GX	13.050244	28.032472	13.43	1.65	
NGC 4932		GX	13.043808	50.438417	14.55	1.44	
NGC 4933		GX	13.066083	-11.497778	99.0	3.5	
NGC 4933A		GX	13.065203	-11.505056	13.96	0.74	
NGC 4933B		GX	13.065761	-11.498056	11.74	4.37	
NGC 4933C		GX	13.066969	-11.490556	15.89	0.65	
NGC 4934		GX	13.054511	28.030417	14.33	1.0	
NGC 4935		GX	13.055897	14.3775	13.97	1.09	
NGC 4936		GX	13.071358	-30.52625	10.71	2.85	
NGC 4937		STAR	13.080992	-47.219361	99.0	0.0	
NGC 4938		GX	13.049331	51.318528	15.1	0.87	
NGC 4939		GX	13.070664	-10.339611	11.91	5.71	
NGC 494		GX	1.382056	33.173889	12.85	1.86	
NGC 4940		GX	13.083403	-47.236917	13.18	1.13	
NGC 4941		GX	13.070317	-5.551611	11.27	3.29	
NGC 4942		GX	13.071975	-7.649444	13.79	1.68	
NGC 4943		GX	13.062483	28.084222	15.46	0.79	
NGC 4944		GX	13.063875	28.185722	12.87	1.39	
NGC 4945		GX	13.090967	-49.468222	11.86	23.33	
NGC 4945A		GX	13.109369	-49.690639	13.31	2.63	
NGC 4946		GX	13.091494	-43.591139	12.35	2.0	
NGC 4947		GX	13.088944	-35.337417	12.2	2.65	
NGC 4947A		GX	13.072453	-35.227778	15.01	1.28	
NGC 4948		GX	13.082211	-7.947694	13.44	2.3	
NGC 4948A		GX	13.084942	-8.161333	13.5	1.44	
NGC 4949		GX	13.071644	29.029528	14.97	0.72	
NGC 495		GX	1.382222	33.471667	13.68	1.09	
NGC 4950		GX	13.093481	-43.500528	14.95	0.92	
NGC 4951		GX	13.085472	-6.493833	11.84	3.14	
NGC 4952		GX	13.082883	29.12225	13.01	1.6	
NGC 4953		GX	13.102908	-37.58575	14.18	1.84	
NGC 4954		GX	13.038853	75.404167	14.15	0.99	
NGC 4955		GX	13.101339	-29.754278	12.15	2.34	
NGC 4956		GX	13.083594	35.178028	12.38	1.56	
NGC 4957		GX	13.086775	27.56975	12.99	1.22	
NGC 4958		GX	13.096911	-8.020278	10.59	4.79	
NGC 4959		GX	13.094731	33.178917	15.29	0.74	
NGC 496		GX	1.386556	33.529167	13.7	0.89	
NGC 4961		GX	13.096547	27.734139	13.51	1.11	
NGC 4963		GX	13.097764	41.721917	14.12	0.86	
NGC 4964		GX	13.090239	56.322778	14.04	1.1	
NGC 4965		GX	13.119272	-28.228194	12.41	2.49	
NGC 4966		GX	13.104808	29.062861	13.32	1.03	
NGC 4967		GX	13.093453	53.564278	14.95	1.15	
NGC 4968		GX	13.118328	-23.677028	14.79	2.28	
NGC 4969		GX	13.1175	13.636944	99.0	0.8	
NGC 4969 NED01		GX	13.117428	13.637361	15.0	0.78	
NGC 4969 NED02		GX	13.117631	13.637111	15.64	0.68	
NGC 497		GX	1.373272	-0.875194	13.02	2.06	
NGC 4970		GX	13.126039	-24.008556	13.33	1.79	
NGC 4971		GX	13.115267	28.548028	14.98	0.78	
NGC 4973		GX	13.092264	53.685139	14.63	0.96	
NGC 4974		GX	13.098858	53.659278	13.3	1.57	
NGC 4975		GX	13.130611	-5.017472	15.02	0.97	
NGC 4976		GX	13.143758	-49.506417	10.08	5.83	
NGC 4977		GX	13.101231	55.656083	14.49	1.05	
NGC 4978		GX	13.130703	18.4155	14.3	1.51	
NGC 4979		GX	13.128561	24.810583	15.07	0.86	
NGC 498		GX	1.386467	33.489361	16.49	0.51	
NGC 4980		GX	13.1528	-28.641778	13.55	1.77	
NGC 4981		GX	13.146872	-6.777528	11.41	2.7	
NGC 4982		OTHER	13.14615	-10.588667	99.0	0.0	
NGC 4983		GX	13.140914	28.3205	13.95	1.04	
NGC 4984		GX	13.149231	-15.516306	11.01	3.37	
NGC 4985		GX	13.136694	41.676333	14.82	1.15	
NGC 4986		GX	13.140128	35.206444	14.11	1.55	
NGC 4987		GX	13.133072	51.929306	14.42	1.24	
NGC 4988		GX	13.165106	-43.105722	13.87	1.86	
NGC 4989		GX	13.154458	-5.396417	14.31	1.41	
NGC 499		GX	1.386528	33.460556	12.27	1.68	
NGC 4990	Cocoon Galaxy	GX	13.154803	-5.272806	13.82	0.9	
NGC 4991		GX	13.154197	2.347667	15.4	0.59	
NGC 4992		GX	13.151556	11.634167	14.46	1.06	
NGC 4993		GX	13.16325	-23.383889	13.45	1.55	
NGC 4995		GX	13.161292	-7.833417	11.11	2.43	
NGC 4996		GX	13.158858	0.857028	14.29	1.81	
NGC 4997		GX	13.164361	-16.515472	14.0	1.61	
NGC 4998		GX	13.136156	50.66375	14.92	1.02	
NGC 4999		GX	13.159203	1.673056	13.06	2.5	
NGC 5		GX	0.130242	35.362306	14.61	0.98	
NGC 50		GX	0.245714	-7.345083	12.79	2.04	
NGC 500		GX	1.377603	5.387278	15.05	0.91	
NGC 5000		GX	13.163192	28.906944	13.28	1.28	
NGC 5001		GX	13.159197	53.494278	14.56	1.15	
NGC 5002		GX	13.177225	36.633917	14.65	1.39	
NGC 5003		GX	13.143864	43.737528	15.03	1.03	
NGC 5004		GX	13.183764	29.636694	13.15	1.33	
NGC 5004A		GX	13.183806	29.578278	14.44	1.25	
NGC 5004B		GX	13.179903	29.709889	14.67	0.81	
NGC 5005		GX	13.182286	37.059194	10.71	4.82	
NGC 5006		GX	13.196047	-19.26175	13.4	2.07	
NGC 5007		GX	13.153997	62.175028	14.15	0.93	
NGC 5008		GX	14.182567	25.497222	14.41	1.07	
NGC 5009		GX	13.179731	50.092861	15.31	1.08	
NGC 501		GX	1.389558	33.432972	14.45	0.52	
NGC 5010		GX	13.207319	-15.797861	14.4	1.0	
NGC 5011		GX	13.214406	-43.096222	11.38	2.92	
NGC 5011A		GX	13.2027	-43.307861	14.36	1.58	
NGC 5012		GX	13.193622	22.9155	12.4	2.64	
NGC 5013		GX	13.202042	3.199056	14.95	0.74	
NGC 5014		GX	13.192006	36.282139	12.83	2.11	
NGC 5015		GX	13.206358	-4.336472	13.24	2.0	
NGC 5016		GX	13.201856	24.095	12.56	1.57	
NGC 5017		GX	13.215139	-16.765833	12.57	1.5	
NGC 5018		GX	13.216953	-19.518194	10.85	3.49	
NGC 5019		GX	13.211775	4.729667	14.46	0.85	
NGC 502		GX	1.382094	9.049194	12.79	1.64	
NGC 5020		GX	13.211075	12.59975	13.0	2.69	
NGC 5021		GX	13.201742	46.196139	14.19	1.49	
NGC 5022		GX	13.225219	-19.546639	13.81	2.46	
NGC 5023		GX	13.2035	44.041222	12.29	6.22	
NGC 5025		GX	13.212431	31.809389	14.5	2.07	
NGC 5026		GX	13.237122	-42.961278	11.81	3.52	
NGC 5027		GX	13.222497	6.061278	14.96	1.1	
NGC 5028		GX	13.229406	-13.042472	14.18	2.12	
NGC 5029		GX	13.210442	47.063278	14.2	1.52	
NGC 503		GX	1.391231	33.331722	15.16	0.63	
NGC 5030		GX	13.231708	-16.490944	14.03	1.78	
NGC 5031		GX	13.234228	-16.123111	14.21	1.89	
NGC 5032		GX	13.224153	27.802389	12.82	1.95	
NGC 5033		GX	13.224297	36.593944	10.68	9.84	
NGC 5034		GX	13.205281	70.649361	14.06	0.89	
NGC 5035		GX	13.247008	-16.492694	12.84	1.56	
NGC 5036		GX	13.245233	-4.178583	15.26	0.69	
NGC 5037		GX	13.249825	-16.590306	12.14	2.02	
NGC 5038		GX	13.250592	-15.951806	14.2	1.79	
NGC 5039		GX	13.247756	-4.158167	17.46	0.55	
NGC 504		GX	1.391083	33.204444	13.95	1.55	
NGC 5040		GX	13.225733	51.258361	14.75	1.03	
NGC 5041		GX	13.24235	30.705778	13.38	1.26	
NGC 5042		GX	13.258617	-23.984056	11.78	4.15	
NGC 5043		OC	13.270739	-60.0455	99.0	5.52	
NGC 5044		GX	13.256658	-16.385528	10.78	3.66	
NGC 5045		STAR	13.279722	-63.416667	99.0	20.0	
NGC 5046		GX	13.262533	-16.326833	14.08	1.02	
NGC 5047		GX	13.263478	-16.518889	13.6	2.86	
NGC 5048		GX	13.268994	-28.410528	13.96	1.57	
NGC 5049		GX	13.266472	-16.397167	13.05	2.01	
NGC 505		GX	1.382528	9.468889	15.04	1.07	
NGC 5050		GX	13.261592	2.878972	14.31	1.4	
NGC 5051		GX	13.27225	-28.285694	14.0	1.65	
NGC 5052		GX	13.259692	29.676083	13.57	1.37	
NGC 5053		GC	13.274164	17.69775	9.96	4.8	
NGC 5054		GX	13.282914	-16.634861	10.79	5.04	
NGC 5056		GX	13.270089	30.950333	13.13	1.62	
NGC 5057		GX	13.274381	31.0315	14.44	1.31	
NGC 5058		GX	13.281197	12.548222	14.25	0.76	
NGC 5059		GX	13.282906	7.8445	15.44	1.12	
NGC 506		STAR	1.393153	33.244667	99.0	0.0	
NGC 5060		GX	13.287839	6.037444	14.09	1.17	
NGC 5061		GX	13.301408	-26.837222	10.31	3.75	
NGC 5062		GX	13.306561	-35.458667	12.24	2.69	
NGC 5063		GX	13.307142	-35.352472	13.26	2.02	
NGC 5064		GX	13.316647	-47.908667	12.04	2.7	
NGC 5065		GX	13.291836	31.092694	14.24	1.22	
NGC 5066		GX	13.307903	-10.233889	14.16	0.8	
NGC 5067		STAR	13.307711	-10.145278	99.0	0.0	
NGC 5068		GX	13.315225	-21.039111	10.06	7.48	
NGC 507		GX	1.394419	33.256056	11.57	2.45	
NGC 5070		GX	13.320156	-12.539889	14.46	1.17	
NGC 5071		GX	13.310331	7.935528	15.49	0.77	
NGC 5073		GX	13.322403	-14.844528	13.5	3.78	
NGC 5074		GX	13.307158	31.469083	14.03	0.82	
NGC 5075		GX	13.318403	7.831028	15.08	1.02	
NGC 5076		GX	13.325111	-12.740861	13.84	1.35	
NGC 5077		GX	13.325464	-12.656972	11.65	2.65	
NGC 5078		GX	13.33055	-27.410389	10.64	2.56	
NGC 5079		GX	13.327236	-12.699028	12.55	1.38	
NGC 508		GX	1.394611	33.280278	14.2	1.08	
NGC 5080		GX	13.322006	8.429139	14.32	1.31	
NGC 5081		GX	13.318956	28.506917	13.13	1.9	
NGC 5082		GX	13.344453	-43.699944	13.79	1.73	
NGC 5083		GX	13.317528	39.589333	15.14	1.09	
NGC 5084		GX	13.338033	-21.827583	10.49	9.93	
NGC 5085		GX	13.338264	-24.440139	12.6	4.06	
NGC 5086		STAR	13.349836	-43.733528	99.0	0.0	
NGC 5087		GX	13.340267	-20.611	11.13	2.99	
NGC 5088		GX	13.338958	-12.571778	13.15	1.86	
NGC 5089		GX	13.3276	30.256556	14.33	0.95	
NGC 509		GX	1.390025	9.433556	14.61	1.59	
NGC 5090		GX	13.353561	-43.704556	11.28	3.51	
NGC 5090A		GX	13.322531	-43.649389	14.43	1.91	
NGC 5090B		GX	13.3382	-43.864667	14.15	2.39	
NGC 5091		GX	13.354922	-43.719667	13.35	2.15	
NGC 5092		GX	13.330981	22.999889	14.39	1.01	
NGC 5093		GX	13.327169	40.386111	14.54	1.14	
NGC 5094		GX	13.346347	-14.080667	14.41	1.52	
NGC 5095		GX	13.343575	-2.289333	14.53	1.29	
NGC 5096		GX	13.33575	33.089444	99.0	0.7	
NGC 5096 NED01		GX	13.335747	33.087944	15.26	0.87	
NGC 5096 NED02		GX	13.335878	33.09075	16.35	0.66	
NGC 5096 NED03		GX	13.335581	33.089583	16.59	0.65	
NGC 5097		GX	13.349914	-12.47125	14.86	0.54	
NGC 5098		GX	13.337833	33.144167	99.0	1.6	
NGC 5098 NED01		GX	13.338264	33.14475	15.12	0.79	
NGC 5098 NED02		GX	13.337425	33.143417	14.7	1.1	
NGC 5099		GX	13.355436	-13.042361	15.34	0.69	
NGC 51		GX	0.243033	48.255694	14.44	1.4	
NGC 510		STAR	1.398767	33.496889	99.0	0.0	
NGC 5100		GX	13.349611	8.981944	99.0	1.4	
NGC 5100 NED01		GX	13.349328	8.985472	17.05	0.66	
NGC 5101		GX	13.362844	-27.430528	10.46	5.9	
NGC 5102		GX	13.366003	-36.63025	9.88	9.71	
NGC 5103		GX	13.341689	43.083972	13.43	1.59	
NGC 5104		GX	13.356414	0.342389	14.28	1.2	
NGC 5105		GX	13.363636	-13.206778	11.81	1.93	
NGC 5106		GX	13.349886	8.978306	14.89	0.94	
NGC 5107		GX	13.356856	38.537611	13.75	1.71	
NGC 5108		GX	13.388567	-32.342111	15.02	1.32	
NGC 5109		GX	13.347875	57.64475	13.51	1.6	
NGC 511		GX	1.391869	11.291	15.34	1.18	
NGC 5110		GX	13.382367	-12.964806	13.61	2.63	
NGC 5112		GX	13.365667	38.734694	12.17	2.99	
NGC 5114		GX	13.400481	-32.343944	13.65	1.81	
NGC 5115		GX	13.383439	13.950667	14.73	1.14	
NGC 5116		GX	13.382114	26.980722	13.41	1.95	
NGC 5117		GX	13.382356	28.316444	14.4	1.54	
NGC 5118		GX	13.390958	6.392556	14.38	0.95	
NGC 5119		GX	13.400089	-12.276444	14.29	1.49	
NGC 512		GX	1.399944	33.907778	13.87	1.46	
NGC 5120		OC	13.427614	-63.458333	10.8	0.0	
NGC 5121		GX	13.412669	-37.682194	11.62	2.16	
NGC 5121A		GX	13.425778	-37.378806	15.7	1.21	
NGC 5122		GX	13.40415	-10.654278	13.94	1.15	
NGC 5123		GX	13.386256	43.08625	13.51	1.18	
NGC 5124		GX	13.414008	-30.307528	12.08	2.48	
NGC 5125		GX	13.400197	9.710194	13.53	1.77	
NGC 5126		GX	13.414889	-30.333611	14.2	1.86	
NGC 5127		GX	13.395839	31.56575	13.62	2.18	
NGC 5128	Centaurus A	GX	13.424339	-43.019111	7.22	25.88	
NGC 5129		GX	13.402781	13.976528	12.11	1.65	
NGC 513		GX	1.407458	33.799444	13.4	0.62	
NGC 5130		GX	13.407544	-10.210222	14.25	1.11	
NGC 5131		GX	13.39915	30.988056	14.22	0.45	
NGC 5132		GX	13.408028	14.092583	14.23	1.31	
NGC 5133		GX	13.414697	-4.082	14.54	1.1	
NGC 5134		GX	13.421819	-21.134167	11.77	2.7	
NGC 5135		GX	13.428906	-29.833667	12.59	2.4	
NGC 5136		GX	13.414281	13.737861	14.46	1.31	
NGC 5137		GX	13.414583	14.077194	15.55	0.77	
NGC 5138		OC	13.454225	-59.040944	5.33	4.2	
NGC 5139	Omega Centauri	GC	13.446081	-47.476861	5.33	27.0	
NGC 514		GX	1.401083	12.917389	11.71	3.5	
NGC 5140		GX	13.439369	-33.868472	12.97	2.36	
NGC 5141		GX	13.414289	36.378528	12.8	1.59	
NGC 5142		GX	13.416975	36.3995	13.25	1.18	
NGC 5143		GX	13.417022	36.437167	15.91	0.53	
NGC 5144		GX	13.381583	70.512222	99.0	1.1	
NGC 5144 NED01		GX	13.381525	70.510111	15.67	0.89	
NGC 5144 NED02		GX	13.381689	70.514722	13.15	1.0	
NGC 5145		GX	13.420533	43.267278	13.48	1.97	
NGC 5146		GX	13.443747	-12.323972	14.09	2.16	
NGC 5147		GX	13.438814	2.100861	12.13	1.47	
NGC 5148		GX	13.444106	2.313722	15.37	0.66	
NGC 5149		GX	13.435875	35.934417	13.73	1.62	
NGC 515		GX	1.410722	33.472778	14.26	0.92	
NGC 5150		GX	13.46015	-29.56225	12.6	1.4	
NGC 5151		GX	13.444678	16.873806	14.62	0.91	
NGC 5152		GX	13.4642	-29.618611	13.57	2.03	
NGC 5153		GX	13.465092	-29.618028	11.92	2.44	
NGC 5154		GX	13.441261	36.010278	14.73	1.35	
NGC 5155		STAR	13.476414	-63.508694	99.0	6.3	
NGC 5156		GX	13.478914	-48.916806	11.86	2.54	
NGC 5157		GX	13.454681	32.030722	14.13	1.32	
NGC 5158		GX	13.463047	17.778833	13.78	0.98	
NGC 5159		GX	13.471158	2.982667	15.09	1.24	
NGC 516		GX	1.402242	9.551694	14.25	1.62	
NGC 5160		STAR	13.472667	5.995889	99.0	0.0	
NGC 5161		GX	13.487197	-33.173833	11.52	5.36	
NGC 5162		GX	13.490536	11.007889	13.63	2.96	
NGC 5163		GX	13.448406	52.753528	14.79	1.13	
NGC 5164		GX	13.453306	55.487167	14.5	0.99	
NGC 5165		GX	13.47755	11.387056	14.55	1.64	
NGC 5166		GX	13.470844	32.032389	14.31	2.13	
NGC 5167		GX	13.477842	12.711194	14.63	1.0	
NGC 5168		OC	13.518125	-60.939222	9.1	4.2	
NGC 5169		GX	13.469458	46.672139	14.56	1.51	
NGC 517		GX	1.412167	33.429444	13.56	1.46	
NGC 5170		GX	13.496886	-17.966417	11.23	7.96	
NGC 5171		GX	13.489322	11.735111	12.8	1.07	
NGC 5172		GX	13.488697	17.051917	11.96	2.38	
NGC 5173		GX	13.473686	46.591639	13.38	1.1	
NGC 5175		STAR	13.490631	10.995139	99.0	0.0	
NGC 5176		GX	13.490267	11.781472	15.43	0.38	
NGC 5177		GX	13.490072	11.797028	15.33	0.86	
NGC 5178		GX	13.491475	11.624778	14.82	1.03	
NGC 5179		GX	13.491911	11.745833	14.74	1.1	
NGC 518		GX	1.4049	9.330944	14.32	1.56	
NGC 5180		GX	13.490822	16.825833	13.0	1.25	
NGC 5181		GX	13.495	13.304111	14.54	1.04	
NGC 5182		GX	13.511419	-28.150306	12.56	2.06	
NGC 5183		GX	13.501708	-1.720583	13.66	1.72	
NGC 5184		GX	13.503192	-1.663139	13.51	1.57	
NGC 5185		GX	13.500625	13.416056	14.47	2.0	
NGC 5186		GX	13.501083	12.175194	15.65	0.73	
NGC 5187		GX	13.496719	31.130139	14.55	0.81	
NGC 5188		GX	13.524522	-34.794417	12.04	3.41	
NGC 5189		PN	13.559142	-65.974056	10.3	2.33	
NGC 519		GX	1.407956	-1.64125	15.3	0.53	
NGC 5190		GX	13.510708	18.134611	13.14	0.97	
NGC 5191		GX	13.513156	11.20075	14.76	1.03	
NGC 5192		GX	13.514356	-1.778694	15.27	0.61	
NGC 5193		GX	13.531536	-33.234222	11.73	2.07	
NGC 5193A		GX	13.5303	-33.239472	14.14	1.49	
NGC 5195		GX	13.499886	47.266139	9.58	5.5	
NGC 5196		GX	13.522128	-1.615056	15.19	0.87	
NGC 5197		GX	13.523647	-1.693056	15.81	0.86	
NGC 5198		GX	13.503167	46.670778	11.78	2.03	
NGC 5199		GX	13.511878	34.830667	14.8	1.27	
NGC 52		GX	0.244475	18.582028	14.34	2.26	
NGC 520		GX	1.409742	3.792417	99.0	4.2	
NGC 520 NED01		GX	1.409578	3.794944	11.47	4.09	
NGC 520 NED02		GX	1.409664	3.789778	12.4	1.56	
NGC 5200		STAR	13.528461	-0.030167	99.0	0.0	
NGC 5201		GX	13.487836	53.081972	14.19	1.58	
NGC 5202		GX	13.533475	-1.698778	15.52	0.67	
NGC 5203		GX	13.537056	-8.786222	14.24	1.66	
NGC 5204		GX	13.493475	58.418722	11.32	4.5	
NGC 5205		GX	13.500994	62.511583	12.77	1.58	
NGC 5206		GX	13.562217	-48.151167	10.49	4.26	
NGC 5207		GX	13.537219	13.892389	14.37	1.75	
NGC 5208		GX	13.541092	7.316444	14.21	1.69	
NGC 5209		GX	13.54515	7.32725	14.65	1.25	
NGC 521		GX	1.409383	1.731389	11.8	2.77	
NGC 5210		GX	13.547014	7.170083	14.15	1.51	
NGC 5211		GX	13.551483	-1.035806	13.1	2.0	
NGC 5212		GX	13.548903	7.28775	15.95	0.51	
NGC 5213		GX	13.577611	4.133333	14.9	0.93	
NGC 5214		GX	13.546861	41.871833	13.67	1.04	
NGC 5215		GX	13.585611	-33.483889	99.0	2.2	
NGC 5215A		GX	13.585183	-33.481	14.14	1.57	
NGC 5215B		GX	13.586072	-33.482972	13.95	1.24	
NGC 5216		GX	13.535247	62.700694	16.14	1.69	
NGC 5217		GX	13.568314	17.856861	13.87	1.56	
NGC 5218		GX	13.536217	62.76775	12.32	1.84	
NGC 522		GX	1.412736	9.994639	12.95	2.38	
NGC 5220		GX	13.599075	-33.453806	13.54	2.62	
NGC 5221		GX	13.582194	13.8325	14.44	1.56	
NGC 5222		GX	13.582417	13.743333	99.0	1.2	
NGC 5222 NED01		GX	13.582208	13.742167	13.95	1.51	
NGC 5222 NED02		GX	13.582664	13.744278	15.56	0.93	
NGC 5223		GX	13.573672	34.690444	14.29	2.14	
NGC 5224		GX	13.585794	6.481111	15.01	0.87	
NGC 5225		GX	13.5556	51.490333	14.37	0.73	
NGC 5226		GX	13.584339	13.922167	16.4	0.5	
NGC 5227		GX	13.590156	1.410583	13.21	1.51	
NGC 5228		GX	13.576406	34.777806	14.3	1.15	
NGC 5229		GX	13.567453	47.915444	13.85	2.28	
NGC 523		GX	1.422425	34.024944	12.71	2.52	
NGC 5230		GX	13.592189	13.676167	13.19	1.55	
NGC 5231		GX	13.596736	2.998917	16.15	1.15	
NGC 5232		GX	13.602294	-8.497722	13.44	1.72	
NGC 5233		GX	13.587039	34.677444	14.53	1.46	
NGC 5234		GX	13.624983	-49.836917	13.98	1.51	
NGC 5235		GX	13.600392	6.585361	15.06	1.31	
NGC 5237		GX	13.627514	-42.846972	12.49	2.34	
NGC 5238		GX	13.578475	51.613667	13.4	1.75	
NGC 5239		GX	13.607278	7.369583	14.47	1.8	
NGC 524		GX	1.413256	9.538833	10.35	3.37	
NGC 5240		GX	13.598667	35.58825	13.88	1.83	
NGC 5241		GX	13.611075	-8.401889	13.81	1.05	
NGC 5242		OTHER	13.618719	2.770583	99.0	0.0	
NGC 5243		GX	13.604153	38.343917	14.05	1.01	
NGC 5244		GX	13.644917	-45.855972	13.3	2.22	
NGC 5245		GX	13.623119	3.897417	15.17	0.56	
NGC 5246		GX	13.624825	4.104444	14.67	0.85	
NGC 5247		GX	13.634178	-17.884028	10.41	5.32	
NGC 5248		GX	13.625561	8.885167	9.97	4.07	
NGC 5249		GX	13.627083	15.972222	13.97	1.49	
NGC 525		GX	1.414697	9.703333	14.54	1.5	
NGC 5250		GX	13.602036	51.235806	13.88	0.93	
NGC 5251		GX	13.623564	27.419222	14.63	0.9	
NGC 5252		GX	13.637767	4.542583	14.21	1.29	
NGC 5253		GX	13.665544	-31.640111	10.28	5.01	
NGC 5254		GX	13.660531	-11.493861	12.16	3.35	
NGC 5255		GX	13.6217	57.108944	15.09	1.41	
NGC 5256		GX	13.638194	48.276944	13.42	0.95	
NGC 5256 NED01		GX	13.638142	48.275556	13.42	0.22	
NGC 5256 NED02		GX	13.638275	48.278056	14.02	1.48	
NGC 5257		GX	13.664697	0.84	13.04	1.48	
NGC 5258		GX	13.666025	0.830944	13.04	1.48	
NGC 5259		GX	13.656639	30.991389	99.0	1.0	
NGC 5259 NED01		GX	13.656425	30.992361	16.43	0.83	
NGC 5259 NED02		GX	13.656853	30.990806	15.17	0.87	
NGC 526		GX	1.399583	-35.1225	99.0	2.0	
NGC 5260		GX	13.672194	-23.858083	13.57	1.64	
NGC 5261		GX	13.671136	5.076306	15.16	0.86	
NGC 5262		GX	13.59405	75.039417	13.65	1.22	
NGC 5263		GX	13.665456	28.400583	14.11	1.14	
NGC 5264		GX	13.693522	-29.913083	11.98	2.97	
NGC 5265		GX	13.669197	36.861083	14.69	0.95	
NGC 5266		GX	13.717253	-48.169417	10.77	2.92	
NGC 5266A		GX	13.676972	-48.341972	13.82	1.91	
NGC 5267		GX	13.677767	38.794083	14.13	1.53	
NGC 5268		STAR	13.703497	-13.859556	11.33	0.0	
NGC 5269		OC	13.745611	-62.9125	99.0	4.8	
NGC 526A		GX	1.398442	-35.065528	14.6	1.7	
NGC 526B		GX	1.399189	-35.069278	14.5	0.79	
NGC 527		GX	1.399478	-35.115056	14.07	1.79	
NGC 5270		GX	13.703022	4.262583	14.7	1.0	
NGC 5271		GX	13.695114	30.125444	15.11	0.84	
NGC 5273		GX	13.702317	35.654222	12.16	2.31	
NGC 5274		GX	13.706475	29.847833	15.37	0.6	
NGC 5275		GX	13.706544	29.824889	14.2	0.88	
NGC 5276		GX	13.706111	35.624139	14.72	0.86	
NGC 5277		GX	13.710661	29.954417	15.48	0.58	
NGC 5278		GX	13.694339	55.670639	13.58	0.76	
NGC 5279		GX	13.695486	55.673806	13.6	0.61	
NGC 527B		GX	1.399817	-35.127361	15.54	0.87	
NGC 528		GX	1.426	33.671667	13.65	1.77	
NGC 5280		GX	13.715428	29.868611	13.63	0.84	
NGC 5281		OC	13.776431	-62.916528	5.9	6.9	
NGC 5282		GX	13.723578	30.069528	14.95	0.66	
NGC 5283		GX	13.684933	67.672306	14.05	1.19	
NGC 5284		STAR	13.789806	-59.149389	99.0	8.4	
NGC 5285		GX	13.740497	2.109917	15.47	0.77	
NGC 5286		GC	13.77405	-51.373472	8.31	6.6	
NGC 5287		GX	13.747928	29.770917	15.42	0.68	
NGC 5288		OC	13.812483	-64.685389	11.8	3.6	
NGC 5289		GX	13.752419	41.503389	12.97	2.33	
NGC 529		GX	1.427889	34.713333	12.13	2.22	
NGC 5290		GX	13.755328	41.712583	16.5	3.24	
NGC 5291		GX	13.790133	-30.407	14.0	1.77	
NGC 5292		GX	13.794464	-30.939528	11.92	2.29	
NGC 5293		GX	13.7813	16.272861	13.1	1.58	
NGC 5294		GX	13.755036	55.290833	15.12	1.26	
NGC 5295		GX	13.644275	79.458889	14.59	0.63	
NGC 5296		GX	13.77185	43.851361	13.81	0.95	
NGC 5297		GX	13.773242	43.872333	11.76	3.72	
NGC 5298		GX	13.810136	-30.428528	13.09	1.86	
NGC 5299		OC	13.840628	-59.947722	99.0	4.2	
NGC 53		GX	0.245236	-60.32875	12.64	1.54	
NGC 530		GX	1.411569	-1.587083	13.9	1.78	
NGC 5300		GX	13.804456	3.950861	13.17	2.83	
NGC 5301		GX	13.773519	46.107056	12.63	3.96	
NGC 5302		GX	13.8138	-30.511111	12.43	1.05	
NGC 5303		GX	13.795831	38.304639	12.86	0.86	
NGC 5304		GX	13.833744	-30.578472	13.56	1.91	
NGC 5305		GX	13.798817	37.826333	14.45	1.46	
NGC 5306		GX	13.819833	-7.224389	13.1	1.94	
NGC 5307		PN	13.850917	-51.205778	11.2	0.21	
NGC 5308		GX	13.783453	60.973167	11.32	4.33	
NGC 5309		GX	13.836322	-15.618417	15.71	0.63	
NGC 531		GX	1.438583	34.753889	14.87	1.77	
NGC 5310		STAR	13.829928	0.069194	14.07	0.0	
NGC 5311		GX	13.815578	39.985111	13.3	2.01	
